ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Projetado para uso intensivo em esportes ao ar livre
\n-Lente de proteção cilíndrica de base 6
\n-Sistema de lentes intercambiáveis
\n-Transmissão de luz: 14%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Grande campo de visão
\n-Lentes resistentes ao impacto
\n-A melhor proteção da classe
\n-Power Ergo Design Fit
\n-Almofadas de nariz intercambiáveis
\n-Braços de templo flexíveis e ajustáveis
\n-Total adaptabilidade ergonômica
\n-Sistema Clip Switch
\n
\nCor da armação: Cristal
\nCor da lente: vermelho Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Crystal-RED-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Crystal-RED-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Crystal-RED-side.jpg",,,,,,,,,0,,,,,,,,,,
5002,simple,,,"Óculos Scicon Aerowing Preto Lente Azul",1,0,visible,,"Apresentando os óculos de sol de desempenho esportivo Scicon Sports Aerowing. Inspirado no design retrô dos óculos dos anos 90, este estilo é o resultado de décadas de experiência no campo em combinação com pesquisa e desenvolvimento com os melhores atletas do mundo.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Projetado para uso intensivo em esportes ao ar livre
\n-Lente de proteção cilíndrica de base 6
\n-Sistema de lentes intercambiáveis
\n-Transmissão de luz: 18%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Grande campo de visão
\n-Lentes resistentes ao impacto
\n-A melhor proteção da classe
\n-Power Ergo Design Fit
\n-Almofadas de nariz intercambiáveis
\n-Braços de templo flexíveis e ajustáveis
\n-Total adaptabilidade ergonômica
\n-Sistema Clip Switch
\n
\nCor da armação: Preto
\nCor da lente: Azul Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Black-BLUE-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Black-BLUE-side.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/Aerowing-Black-BLUE-front.jpg",,,,,,,,,0,,,,,,,,,,
5007,simple,,,"Óculos Scicon Aerowing Lamon Branco Lente Azul",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 18%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Branco
\nCor da lente: Azul Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030800-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030800-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030800-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5022,simple,,,"Óculos Scicon Aerowing Lamon Branco Lente Bronze",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Branca
\nCor da lente: Bronze Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070800-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070800-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070800-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5023,simple,,,"Óculos Scicon Aerowing Lamon Branco Lente Prata",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 13%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Branca
\nCor da lente: Prata Multimirro",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080800-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080800-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080800-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5024,simple,,,"Óculos Scicon Aerowing Lamon Branco Lente Vermelha",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável
\n-Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Branca
\nCor da lente: Vermelho Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060800-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060800-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060800-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5026,simple,,,"Óculos Scicon Aerowing Lamon Carbono Lente Azul",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 18%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Carbono
\nCor da lente: Azul Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30031200-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30031200-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30031200-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5040,simple,,,"Óculos Scicon Aerowing Lamon Carbono Lente Bronze",1,0,visible,,"<div id=""product-wrapper"" class=""product-wrapper"">
\n<div class=""product-tabs"">
\n<div class=""tabs-content"">
\n<div id=""descricao"" class=""tab rte description-ab active"">
\n
\nFeito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável
\n-Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Carbono
\nCor da lente: Bronze Multimirror
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""section-product-related"">
\n<div class=""container""></div>
\n</div>",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30071200-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30071200-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30071200-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5041,simple,,,"Óculos Scicon Aerowing Lamon Carbono Lente Prata",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 13%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Carbono
\nCor da lente: Prata Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30081200-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30081200-aerowing-lamon-side.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30081200-aerowing-lamon-front.jpg",,,,,,,,,0,,,,,,,,,,
5042,simple,,,"Óculos Scicon Aerowing Lamon Carbono Lente Vermelha",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Carbono
\nCor da lente: Vermelho Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30061200-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30061200-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30061200-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5043,simple,,,"Óculos Scicon Aerowing Lamon Cristal Lente Azul",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 18%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Cristal
\nCor da lente: Azul Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030700-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030700-aerowing-lamon-front-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030700-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5065,simple,,,"Óculos Scicon Aerowing Lamon Cristal Lente Bronze",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável
\n-Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\n
\nCor da armação: Cristal
\nCor da lente: Bronze Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070700-aerowing-lamon-hero-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070700-aerowing-lamon-front-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30070700-aerowing-lamon-side-1.jpg",,,,,,,,,0,,,,,,,,,,
5066,simple,,,"Óculos Scicon Aerowing Lamon Cristal Lente Prata",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável
\n-Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 13%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Cristal
\nCor da lente: Prata Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080700-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080700-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30080700-aerowing-lamon-side-1.jpg",,,,,,,,,0,,,,,,,,,,
5067,simple,,,"Óculos Scicon Aerowing Lamon Cristal Lente Vermelha",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 17%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: Cristal
\nCor da lente: Vermelho Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060700-aerowing-lamon-hero-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060700-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30060700-aerowing-lamon-side-1.jpg",,,,,,,,,0,,,,,,,,,,
5068,simple,,,"Óculos Scicon Aerowing Lamon Preto Lente Azul",1,0,visible,,"Feito à mão na Itália e como o primeiro da indústria, o Aerowing Lamon apresenta um material de estrutura de base biológica produzido ecologicamente com o uso de óleos vegetais que é durável, leve, forte e resiste às condições mais adversas - tudo isso reduzindo nossa pegada de carbono.
\n
\nEsta nova forma radical apresenta elementos de design inovadores e bio-inspirados que aumentam a proteção e o ajuste, reduzindo o impacto aerodinâmico. O design da lente em forma de asa com bordas de fuga com fendas difunde o ar para sair suavemente ao longo da lateral da lente.
\n
\nA difusão do fluxo de ar nas bordas da lente também ajuda a puxar mais ar fresco para trás da lente, evitando o embaçamento. Dois dutos de ventilação fornecem fluxo de ar adicional.
\n
\nBENEFÍCIOS
\n
\n-Totalmente feito na Itália
\n-Lente de proteção cilíndrica de base 6 intercambiável -Grande campo de visão
\n-Maior proteção facial
\n-Difusores de ar de borda de fuga com fenda
\n-Dois dutos de ventilação
\n-Transmissão de luz: 18%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Contraste: Aumentado
\n-Material de armação produzido ecologicamente a partir de poliamidas de base biológica
\n-Almofadas de nariz intercambiáveis Double-Click
\n-Braços de templo flexíveis e ajustáveis
\n-Sistema Clip Switch das têmporas
\n
\nCor da armação: preta
\nCor da lente: Azul Multimirror",,,taxable,,backorder,,,0,0,1,15,15,12,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030200-aerowing-lamon-hero.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030200-aerowing-lamon-front.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/EY30030200-aerowing-lamon-side.jpg",,,,,,,,,0,,,,,,,,,,
5081,simple,,,"Óculos Scicon Aerowing Lamon Preto Lente Bronze",1,0,visible,,"Apresentamos os óculos de sol Aerowing Lamon Sport Performance.
\n
